uid	name	facility	classification	province	district	sub_district	latitude	longitude	fax	tel	cel	email	manager	area_type	ownership	postal_area	postal_address	street_address	overall_performance	vital_measures	extreme_measures	essential_measures	developmental_measures	facilities_and_infrastructure	clinical_support_services	patient_safety-clinical_governance-clinical_care	operational_management	patients_rights	public_health	leadership_and_corporate_governance	infection_prevention_and_control	improve_patient_safety_and_security	waiting_times	positive_and_caring_attitudes	cleanliness	availability_of_medicines_and_supplies	accommodation-consulting_room-clinic	accommodation-procedure_room-total	accommodation-consulting-room-outpatient-department	accommodation-consulting_room-accident_and_emergency_department	accommodation-medicine_room-number_of	staff-nursing_staff-professional_nurse-vacant	staff-Nursing_Staff-Professional_Nurse-part_time	staff-Nursing_Staff-Professional_Nurse-full_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-vacant	staff-Nursing_Staff-Enrolled_Nurse_Assistant-part_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-full_time	staff-Clinical_staff-Other-vacant	staff-Clinical_staff-Other-part_time	staff-Clinical_staff-Other-full_time	staff-Nursing_Staff-Enrolled_Nurs-vacant	staff-Nursing_Staff-Enrolled_Nurs-part_time	staff-Nursing_Staff-Enrolled_Nurs-full_time	staff-Nursing_Staff-Enrolled_Nurse-vacant	staff-Nursing_Staff-Enrolled_Nurse-part_time	staff-Nursing_Staff-Enrolled_Nurse-full_time	staff-Nursing_Staff-Advanced_Midwives-vacant	staff-Nursing_Staff-Advanced_Midwives-part_time	staff-Nursing_Staff-Advanced_Midwives-full_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-vacant	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-part_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-full_time	staff-Clinical_staff-Pharmacists-vacant	staff-Clinical_staff-Pharmacists-part_time	staff-Clinical_staff-Pharmacists-full_time	staff-Clinical_staff-Allied_Health_Professionals-vacant	staff-Clinical_staff-Allied_Health_Professionals-part_time	staff-Clinical_staff-Allied_Health_Professionals-full_time	staff-Doctors-Medical_Practitioners-vacant	staff-Doctors-Medical_Practitioners-part_time	staff-Doctors-Medical_Practitioners-full_time	staff-Administrative_staff-Information_management-vacant	staff-Administrative_staff-Information_management-part_time	staff-Administrative_staff-Information_management-full_time	staff-Doctors-External_Visiting_Medical_Practitioners-vacant	staff-Doctors-External_Visiting_Medical_Practitioners-part_time	staff-Doctors-External_Visiting_Medical_Practitioners-full_time	staff-Administrative_staff-Human_Resource-vacant	staff-Administrative_staff-Human_Resource-part_time	staff-Administrative_staff-Human_Resource-full_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-vacant	staff-Nursing_Staff-Clinical_Nurse_Practitioners-part_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-full_time	staff-Doctors-Medical_Specialists-vacant	staff-Doctors-Medical_Specialists-part_time	staff-Doctors-Medical_Specialists-full_time	staff-Doctors-Medical_Practitioner_Interns-vacant	staff-Doctors-Medical_Practitioner_Interns-part_time	staff-Doctors-Medical_Practitioner_Interns-full_time	staff-Clinical_staff-Dental-vacant	staff-Clinical_staff-Dental-part_time	staff-Clinical_staff-Dental-full_time	staff-Doctors-Registrars-vacant	staff-Doctors-Registrars-part_time	staff-Doctors-Registrars-full_time	staff-Doctors-External_Visiting_Medical_Specialists-vacant	staff-Doctors-External_Visiting_Medical_Specialists-part_time	staff-Doctors-External_Visiting_Medical_Specialists-full_time	staff-Staffing-Management_staff-vacant	staff-Staffing-Management_staff-part_time	staff-Staffing-Management_staff-full_time	staff-Administrative_staff-General_Admin_/_Support-vacant	staff-Administrative_staff-General_Admin_/_Support-part_time	staff-Administrative_staff-General_Admin_/_Support-full_time	staff-Administrative_staff-Financial-vacant	staff-Administrative_staff-Financial-part_time	staff-Administrative_staff-Financial-full_time	staff-Total_Staff_Compliment-vacant	staff-Total_Staff_Compliment-part_time	staff-Total_Staff_Compliment-full_time	staff-Vacant-vacant	staff-Vacant-part_time	staff-Vacant-full_time	pharmacy_and_dispensary-hours_per_day	clinics-hours_per_day	pharmacy_and_dispensary-days_per_week	in_patients-hours_per_day	clinics-days_per_week	in_patients-days_per_week	emergency_unit-hours_per_day	emergency_unit-days_per_week	out_patients-hours_per_day	out_patients-days_per_week	governance-Strategic_management	governance-Communications_and_public_relations	governance-Staff_welfare_and_employee_wellness	governance-Human_resource_management_and_development	governance-Leadership_and_Corporate_Governance	governance-Operational_Management	governance-Oversight_and_accountability	governance-Financial_management	governance-Risk_management	governance-Supply_chain_and_asset_Management	governance-Quality_Improvement	governance-Effective_leadership
nc_gong-gong_satellite_clinic_2013_06_17	Gong-Gong Satellite Clinic	Gong-Gong Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Frances Baard District Municipality	Dikgatlong Local Municipality	-28.454005	24.368936	0535310577				Sr. Van Der Ryst	RURAL	Facility Owner - Government - Local		Prof Z.K.M Hospital, P/Bag x2, Barkly-West	P. K. Gong Gong	21	26	 N/A	19	 N/A	11	28	21	0	27	5	0	24	16	20	31	16	24	2	0				0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0							8										0	0	0	0	0	0						
nc_gordonia_hospital_2013_03_28	Gordonia Hospital	Gordonia Hospital	REGIONAL HOSPITAL	Northern Cape Province	Siyanda District Municipality		-28.446582	21.264296	054 3313700	054 338 6100		msteenkamp@uphosp.ncape.gov.za	Mr. G. Mashego	URBAN	Facility Owner - Government - Prov	Die Rand, Upington	P.O.Box X5888	Shroderstreet	76	82	 N/A	72	 N/A	74	77	87	50	65	40	75	87	77	45	81	72	76			18	1		13	4	67	3	0	80	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	2	0	4	37	0	23	15	0	14	0	0	0	0	0	1	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	43	21	93	1	3	0							24			24		7	24	7	8	5					75	50			0			
nc_greenpoint_clinic_2013_06_17	Greenpoint Clinic	Greenpoint Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Sol Plaatjie Local Municipality	-28.78007	24.77181			0794978833		Sr. R. Y Brink	URBAN	Facility Owner - Government - Local	Greenpoint	67 Dutch Reformed Rd, Greenpoint Kimberley	67 Dutch Reformed Rd, Greenpoint, Kimberley	59	55	 N/A	61	 N/A	58	57	55	45	89	0	33	66	48	87	70	58	59	4	0	0	0		0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0							8	8	5									0					0	0				
nc_griekwastad_(helpmekaar)_chc_2013_06_17	Griekwastad (Helpmekaar) CHC	Griekwastad (Helpmekaar) CHC	CHC	Northern Cape Province	Pixley ka Seme District Municipality	Siyancuma Local Municipality	-28.843941	23.253186	053 3430044	053 3430011				RURAL	Facility Owner - Government - Local	Griekwastad	Private Bag x229 Griekwastad 8365	01 moffat street	44	46	 N/A	43	 N/A	37	41	48	71	36	58	80	40	47	29	42	41	58						3	0	4	0	0	10	2	4	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	21	0	19	0	0	1							24		7	24	7	7	24	7			100	100	50		80		50					
nc_groblershoop_chc_2013_06_17	Groblershoop CHC	Groblershoop CHC	CHC	Northern Cape Province	Siyanda District Municipality		-28.895127	21.980864	0548330231	0548330231	0823920901		Sr.A.P.Strauss	RURAL	Facility Owner - Government - Prov	Upington	District office	Maritz st. 212, Groblershoop	45	51	 N/A	43	 N/A	49	51	38	38	52	17	0	46	30	75	43	46	79		0	0	1		2	0	4	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0							8		5	24	5	7	24	7				0	0	0	0							
nc_groot_mier_satellite_clinic_2013_06_17	Groot Mier Satellite Clinic	Groot Mier Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Siyanda District Municipality	Mier Local Municipality	-26.73932	20.320576			0762368349		Sr M.A. Gertse	RURAL	Facility Owner - Government - Local	Groot Mier	Groot Mier		36	39	 N/A	35	 N/A	49	48	20	50	31	0		36	22	33	47	50	71	2	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0							8																					
nc_grootdrink_satellite_clinic_2013_06_17	Grootdrink Satellite Clinic	Grootdrink Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Siyanda District Municipality		-28.564151	21.749164		0547410024			Sr.J.D.Smit	RURAL	Facility Owner - Government - Local	Upington	district office	Voorstraat 175	40	38	 N/A	40	 N/A	23	45	52	29	38	33	33	54	33	0	43	23	59	1	0				0	0	1	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0							8										0	100	0	50								
nc_hanover_clinic_2013_06_17	Hanover Clinic	Hanover Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Emthanjeni Local Municipality	-31.06752	24.4474	053 643 0074	053 643 0074			M.A Le Grange	RURAL	Facility Owner - Government - Prov	Hanover		Mark street	31	34	 N/A	30	 N/A	31	34	38	25	24	0	0	44	26	23	33	22	35	0	0	4	0		0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8	5								0	0	50	0	0	25						
nc_hartswater_(connie_vorster)_hospital_2013_03_28	Hartswater (Connie Vorster) Hospital	Hartswater (Connie Vorster) Hospital	DISTRICT HOSPITAL	Northern Cape Province	Frances Baard District Municipality	Phokwane Local Municipality	-27.757152	24.813631	0534740128	0534740140	0832305295		D.Taaibosch	RURAL	Facility Owner - Government - Prov	Hartswater	P.O.Box x5, Hartswater	N1 1 Hospital Str. Hartswater	43	51	 N/A	39	 N/A	58	43	44	50	39	0	0	53	39	31	54	49	35	2	0	0	0		4	0	14	4	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	1	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	24	1	0	0							8			24		7	24	7	8	5	0				0		0	50	0			
nc_heuningvlei_clinic_2013_06_17	Heuningvlei Clinic	Heuningvlei Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-26.30514	23.13953		0537753155			P. Moses	RURAL	Facility Owner - Government - Prov	Kuruman	P.O. Box 1336, Kuruman		25	23	 N/A	25	 N/A	17	41	21	14	24	3	0	19	17	14	42	26	47	2	0				0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8	5								0		0	0	0							
nc_holpan_satellite_clinic_2013_06_17	Holpan Satellite Clinic	Holpan Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Frances Baard District Municipality	Dikgatlong Local Municipality	-28.358554	24.641792			0846606633		T. Van Zyl	RURAL	Facility Owner - Government - Local	Holpan	PK Holpan		21	34	 N/A	16	 N/A	36	14	24	0	27	0	0	28	17	18	20	49	14	1	0				0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0							8										0	0		0	0	0						
nc_hondeklipbaai_clinic_2013_06_17	Hondeklipbaai Clinic	Hondeklipbaai Clinic	SATELLITE CLINIC	Northern Cape Province	Namakwa District Municipality	Kamiesberg Local Municipality	-30.31899	17.27886		0276923081	0822122410		P.M. Rossouw	RURAL	Facility Owner - Government - Prov	Hondeklipbaai,	P.O. Box 113, Hondeklipbaai,	Sunnyside Street,	32	30	 N/A	33	 N/A	40	50	29	25	7	0	0	37	27	23	18	33	49						0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0							8											0	0	0	0	25						
nc_hopetown_(wege)_chc_2013_06_17	Hopetown (Wege) CHC	Hopetown (Wege) CHC	CHC	Northern Cape Province	Pixley ka Seme District Municipality	Thembelihle Local Municipality	-29.627544	24.088125	053 203 0440	053 203 0163			H.kriteinger	RURAL	Facility Owner - Other	8750	Private Bag x2 Hopetown	Cross street Hopetown	32	37	 N/A	29	 N/A	23	30	37	54	29	28	80	32	27	24	41	32	52	2	2	0	2		0	0	7	0	0	7	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	8	6	0	2	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	9	1	0	1							24	24	7	24		7	24	7			100	100	50		80		50					
nc_hopetown_clinic_2013_06_17	Hopetown Clinic	Hopetown Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Thembelihle Local Municipality	-29.61791	24.101075	053 2030 038	053 2030 038			B.B Vaneulen	RURAL	Facility Owner - Government - Prov	Hopetown	Box 101 Hopetown	oandblan street	44	46	 N/A	43	 N/A	35	39	50	43	47	40	71	55	38	45	56	34	40	2	0				0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0				0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0							8	8	5									100	40				50					
nc_ikhutseng_clinic_2013_06_17	Ikhutseng Clinic	Ikhutseng Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Magareng Local Municipality	-28.130357	24.853987		0534975878			F.H v d Merwe	RURAL	Facility Owner - Government - Local	Ikhutseng		Stasieweg	28	32	 N/A	26	 N/A	33	30	26	50	24	5	0	35	20	31	27	37	35	2	0				0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0							8	8	5								0	0	0	0	0	50						
nc_jan_kempdorp_chc_2013_06_17	Jan Kempdorp CHC	Jan Kempdorp CHC	DISTRICT HOSPITAL	Northern Cape Province	Frances Baard District Municipality	Phokwane Local Municipality	-27.92135	24.834031	0534560127	0534560126		llock@ncpg.gov.za	T.J Smous	RURAL	Facility Owner - Government - Prov	Jan Kempdorp	P.O Box 44	Andalusia Straat 1	40	44	 N/A	38	 N/A	28	63	39	40	34	18	29	34	35	23	50	44	69	0	0	2	2	2	2	4	11	3	0	7				0	0	4	0	0	0							0	0	2	10	1	22	0	3	1																			0	1	0										6	0	20	1	0	2							8	8		24	5	7	24	7				0					50	0	0			
nc_jan_kempdorp_clinic_2013_06_17	Jan Kempdorp Clinic	Jan Kempdorp Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Phokwane Local Municipality	-27.92135	24.834031	0534560126	0534560126	0734660280		A.K Khukhele	RURAL	Facility Owner - Government - Local	Jan Kempdorp	P.O Box 44	01 Andalusia Street	30	30	 N/A	30	 N/A	19	37	27	50	37	0	0	32	17	38	40	40	52	4	0	0	0		1	0	3	0	0	2	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	4							8	8	5								0	0	0	0	0	50						
nc_jan_witbooi_clinic_2013_06_17	Jan Witbooi Clinic	Jan Witbooi Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Gamagara Local Municipality	-27.593995	22.88669		0537910540			M. Theron	RURAL	Facility Owner - Government - Prov	Kuruman	P.O Box 1336		35	35	 N/A	35	 N/A	30	50	32	25	33	100	100	49	16	38	47	31	58	3	0				2	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0							8	8	5									100	0	0	100	25						
nc_jerry_botha_clinic_2013_06_17	Jerry Botha Clinic	Jerry Botha Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Phokwane Local Municipality	-27.733445	24.801968			0794978811		J. Oberholzer	RURAL	Facility Owner - Government - Local	Hartswater		Thagadiepelayang	27	31	 N/A	25	 N/A	21	32	21	29	38	0	17	27	17	44	37	29	41	8	0	0	0		0	0	7	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	2	2	0	3	0	0	0							8	8	5								0	50	0				0	0				
nc_joe_slovo_chc_2013_06_17	Joe Slovo CHC	Joe Slovo CHC	CHC	Northern Cape Province	Namakwa District Municipality	Kamiesberg Local Municipality	-30.564949	17.990263	027 652 1167	027 6528100		jmaaran@uphospncape.gov.za	E. Farmer	RURAL	Facility Owner - Government - Local	Garies	Private Bag 223, Garies 8220		30	30	 N/A	30	 N/A	23	52	35	12	19	17	25	35	28	7	28	30	44			0	2		4	0	6	0	0	13	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	1							24	24	7	24	7	7	24	7	8		50	0	0	0	25							
nc_kagiso_chc_2013_06_17	Kagiso CHC	Kagiso CHC	CHC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Ga-Segonyana Local Municipality	-27.406123	23.493163	0537731514	0537731810			Mrs. M.Sephiri	RURAL	Facility Owner - Government - Prov	Kuruman	P.O Box 1336		30	28	 N/A	30	 N/A	22	39	33	33	23	17	0	30	28	7	51	11	45			6			0	0	9	0	0	6	0	0	5	0	0	1	0	0	0	0	0	0	0	0	4	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0							8	24		24	5	7	24	7				0	0	0	0							
nc_kakamas_clinic_2013_06_17	Kakamas Clinic	Kakamas Clinic	CLINIC	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-28.77969	20.62254	0544310878	0544316304	0828118300		C.T Schwartz	RURAL	Facility Owner - Government - Local	Kakamas	P.O Box 174	Hoffmeyer avenue	45	42	 N/A	46	 N/A	56	46	42	44	48	0	14	60	34	50	44	38	60	5	0				0	0	2	0	0	1	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0							8	8	5								0	50		50			0					
nc_kakamas_hospital_2013_03_28	Kakamas Hospital	Kakamas Hospital	DISTRICT HOSPITAL	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-28.780787	20.621719	0544310878	0544310866			K. Eland	RURAL	Facility Owner - Government - Prov	Kakamas	Privatebag X2, Kakamas	Hofmeter road 1A	45	54	 N/A	41	 N/A	41	58	42	37	47	20	20	35	41	48	56	35	72		1	2	1		9	0	9	6	0	12	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	1	4	1	4	2	2	0				0	0	0	2	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	18	0	13	2	0	1							8			24		7	24	7	8	5	0	0			20		50	0				
nc_kamden_chc_2013_06_17	Kamden CHC	Kamden CHC	CHC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-27.35928	23.88987			0823091729		O.G Mokgophe	RURAL	Facility Owner - Government - Prov	Kuruman	P.O Box 1336	Main road	34	37	 N/A	33	 N/A	43	34	30	22	37	23	0	50	24	36	50	38	31			4	0		0	0	4	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	0	0							12	12	7	24	7	7	24					0	0	0	0							
nc_kamieskroon_clinic_2013_06_17	Kamieskroon Clinic	Kamieskroon Clinic	CLINIC	Northern Cape Province	Namakwa District Municipality	Kamiesberg Local Municipality	-30.212155	17.932767		027 6721 619			HAJ Koegelenberg	RURAL	Facility Owner - Government - Local	Namakwa	Posbus 36 Kamieskroon	Charlotte Street Kamieskroon	27	23	 N/A	28	 N/A	24	39	25	57	11	0	0	31	20	23	20	17	46	1	0				1	0	2	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0							8											0	50	0	0							
nc_kanoneiland_satellite_clinic_2013_06_17	Kanoneiland Satellite Clinic	Kanoneiland Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-28.655693	21.083214		0544911412			Sr.M.Moroeroe	RURAL	Facility Owner - Government - Local	Kanoneiland	Mainroad,Kanoneiland	Mainroad,Kanoneiland	24	24	 N/A	24	 N/A	12	30	34	33	17	33	0	29	23	0	30	8	39	1					0	0	1	0	0	1	6	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0							8										0	0	0	0	0							
nc_karos_satellite_clinic_2013_06_17	Karos Satellite Clinic	Karos Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Siyanda District Municipality		-28.42214	21.61318		0547510095			Sr.C.Goosen	RURAL	Facility Owner - Government - Local	Upington	Siyanda District office	Clinic street	38	33	 N/A	40	 N/A	34	48	27	14	50	88	0	45	22	50	51	30	68	1	0				0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							8										0	0	0	0	0							
nc_kathu_clinic_2013_06_17	Kathu Clinic	Kathu Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Gamagara Local Municipality	-27.69762	23.05101	0537232021	0537232010	0822943397		D.I Mokgosi	RURAL	Facility Owner - Government - Prov	Kuruman	District office	Frikkie Meyer Avenue	22	20	 N/A	23	 N/A	34	40	19	25	25		0	17	19	0	41	2	45	3	0				0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0							8	8	5									0	0	0	0	25						
nc_keimoes_chc_2013_06_17	Keimoes CHC	Keimoes CHC	DISTRICT HOSPITAL	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-28.70541	20.95593	0544611004/5	0544611004/5			M. Beukes	RURAL	Facility Owner - Government - Prov	Keimas	Private Bag X 10, Keimas	Main Street	53	59	 N/A	50	 N/A	63	56	50	58	49	63	0	49	49	42	70	36	76	0	0	0	1		5	0	7	15	0	9	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	2	1	15	0	1	1	0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	19	3	0	1							8			24		7	24	7	8	5	0				0		0	25	0			
nc_keimoes_clinic_2013_06_17	Keimoes Clinic	Keimoes Clinic	CLINIC	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-28.701159	20.960197		0544616400			A.E.Neethling	RURAL	Facility Owner - Government - Local	Keimoes	P.O.Box 8	Protea Avenue, Keimoes	35	36	 N/A	35	 N/A	35	37	38	50	29	10	0	40	26	20	50	38	48	4	0				0	0	4	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0							8	8	5								0	0	0	0	0	50						
nc_kenhardt_chc_2013_06_17	Kenhardt CHC	Kenhardt CHC	CHC	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-29.353564	21.157458		0546510077			E.Jordaan	RURAL	Facility Owner - Government - Local	Kenhardt	P.O Box 109	Booysen street	41	39	 N/A	42	 N/A	41	44	36	33	49	17	100	47	24	50	52	54	67		1	8	2		0	0	6	0	0	8	0	0	6	0	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	13	0	0	1							8		5	24	7	7	24	7				100	0		100							
nc_kenhardt_clinic_2013_06_17	Kenhardt Clinic	Kenhardt Clinic	CLINIC	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-29.34135	21.16004		054 651 0077			J.Van Zyl	RURAL	Facility Owner - Government - Local	Kenhardt	P/Bag X09	Langstreet	43	48	 N/A	40	 N/A	19	42	56	33	50	75	0	57	28	58	37	40	66	2	0				0	0	6	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0							8	8	5								0	0		0	0							
nc_keurtjieskloof_clinic_2013_06_17	Keurtjieskloof Clinic	Keurtjieskloof Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Renosterberg Local Municipality	-30.012446	24.730801		053 664 0030			A.S van der Linde	RURAL	Facility Owner - Government - Local	Vanderkloof	Lelie street	Lelie street	36	40	 N/A	34	 N/A	18	43	38	43	39	20	57	31	34	9	50	31	62	1	0				0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0				0	0	0	0	1	0																			0	2	0	0	1	0				0	0	1	0	0	0	0	0	0							8											100					50					
